Date,High,Low,Open,Close,Volume,Adj Close
2019-09-17,23497.96875,22558.869140625,22488.865234375,22921.2890625,996971701050.0,22921.2890625
2019-09-18,24077.775390625,22113.07421875,22905.48046875,23905.912109375,1147331396029.0,23905.912109375
2019-09-19,23832.931640625,23140.42578125,23883.091796875,23451.291015625,863408904059.0,23451.291015625
2019-09-20,23764.072265625,23123.275390625,23434.87109375,23178.775390625,832793227994.0,23178.775390625
2019-09-21,23266.330078125,22357.44140625,23175.5859375,22777.408203125,841221771479.0,22777.408203125
2019-09-22,22795.626953125,21724.580078125,22795.478515625,21728.248046875,806483039500.0,21728.248046875
2019-09-23,21812.51171875,17442.22265625,21719.72265625,18019.201171875,1260270916311.0,18019.201171875
2019-09-24,18815.623046875,17759.580078125,18021.6484375,18403.482421875,1051771392437.0,18403.482421875
2019-09-25,18502.71484375,16933.38671875,18388.861328125,17967.599609375,845782329848.0,17967.599609375
2019-09-26,18958.919921875,17620.078125,17959.470703125,18861.779296875,853888606286.0,18861.779296875
2019-09-27,18977.951171875,18437.609375,18858.5234375,18847.76171875,744464392256.0,18847.76171875
2019-09-28,18914.416015625,18027.8515625,18852.064453125,18406.310546875,701378182858.0,18406.310546875
2019-09-29,19438.490234375,18051.369140625,18401.76171875,19438.490234375,816231006473.0,19438.490234375
2019-09-30,19936.27734375,18941.552734375,19474.900390625,19106.150390625,827020070688.0,19106.150390625
2019-10-01,19379.0703125,18790.51171875,19093.61328125,19366.6796875,678983480199.0,19366.6796875
2019-10-02,19317.33203125,18441.283203125,19365.951171875,18719.01953125,681815497244.0,18719.01953125
2019-10-03,19096.177734375,18562.7109375,18723.197265625,18928.578125,668324016414.0,18928.578125
2019-10-04,19008.919921875,18512.212890625,18924.44140625,18863.263671875,624371519920.0,18863.263671875
2019-10-05,18938.630859375,18291.048828125,18864.640625,18478.91015625,624959960354.0,18478.91015625
2019-10-06,19559.283203125,18397.830078125,18466.224609375,19433.7890625,841370273594.0,19433.7890625
2019-10-07,19722.9140625,19163.7734375,19425.9609375,19472.75,798746377810.0,19472.75
2019-10-08,20822.794921875,19361.875,19474.326171875,20714.8515625,973955869366.0,20714.8515625
2019-10-09,20918.982421875,20315.84375,20703.900390625,20677.611328125,903653200879.0,20677.611328125
2019-10-10,21170.21484375,19689.962890625,20692.8671875,19788.36328125,989422347670.0,19788.36328125
2019-10-11,20193.21484375,19508.197265625,19784.498046875,19599.4375,812295314345.0,19599.4375
2019-10-12,20073.705078125,19557.560546875,19603.1953125,19748.234375,730294415693.0,19748.234375
2019-10-13,20301.71484375,19690.25390625,19743.171875,20264.568359375,788697273023.0,20264.568359375
2019-10-14,20430.74609375,19527.9140625,20266.3203125,19739.3671875,841284273339.0,19739.3671875
2019-10-15,19743.291015625,18916.857421875,19732.5859375,19128.708984375,835865233962.0,19128.708984375
2019-10-16,19425.986328125,18955.404296875,19117.12109375,19331.38671875,731569662769.0,19331.38671875
2019-10-17,19308.453125,18530.962890625,19327.064453125,18814.4765625,819917527290.0,18814.4765625
2019-10-18,19029.78515625,18662.12890625,18817.5234375,18737.720703125,709948298775.0,18737.720703125
2019-10-19,19159.197265625,18562.04296875,18744.41015625,19030.798828125,737349579150.0,19030.798828125
2019-10-20,19303.728515625,18820.001953125,19029.755859375,18997.380859375,740235607149.0,18997.380859375
2019-10-21,19054.515625,18687.44140625,18995.65234375,18691.197265625,758378469302.0,18691.197265625
2019-10-22,18731.341796875,17106.431640625,18687.068359375,17643.033203125,1045627889561.0,17643.033203125
2019-10-23,17827.89453125,17473.87109375,17655.126953125,17612.953125,792944947132.0,17612.953125
2019-10-24,19885.708984375,17600.037109375,17615.25390625,19725.220703125,1125616637512.0,19725.220703125
2019-10-25,21292.09375,19139.580078125,19740.8515625,19541.822265625,1503030940258.0,19541.822265625
2019-10-26,20458.337890625,19319.6015625,19552.380859375,20032.861328125,1176029407827.0,20032.861328125
2019-10-28,20473.439453125,19641.61328125,20049.74609375,19904.583984375,1134011410790.0,19904.583984375
2019-10-29,20887.892578125,19855.46875,19905.41015625,20724.119140625,1156585076421.0,20724.119140625
2019-10-30,20791.37890625,19750.7265625,20723.4453125,20092.9609375,1140669653557.0,20092.9609375
2019-10-31,20384.626953125,19446.896484375,20104.43359375,19867.9296875,1037631536056.0,19867.9296875
2019-11-01,20024.390625,19595.333984375,19850.302734375,19906.46875,989601080531.0,19906.46875
2019-11-02,20094.63671875,19779.623046875,19911.689453125,19901.681640625,875161155994.0,19901.681640625
2019-11-03,20022.951171875,19459.55859375,19909.16015625,19741.671875,948016490349.0,19741.671875
2019-11-04,20439.87890625,19765.736328125,19730.201171875,20258.580078125,1147093723881.0,20258.580078125
2019-11-05,20876.046875,20120.080078125,20253.591796875,20662.80078125,1094152254881.0,20662.80078125
2019-11-06,21081.263671875,20549.77734375,20641.98828125,20868.49609375,1106246558138.0,20868.49609375
2019-11-07,20964.765625,20386.27734375,20858.744140625,20540.298828125,992312866009.0,20540.298828125
2019-11-08,20628.703125,19943.18359375,20534.5859375,20125.6484375,1002590489412.0,20125.6484375
2019-11-09,20303.41015625,20091.86328125,20136.6015625,20214.935546875,795079543756.0,20214.935546875
2019-11-10,20853.49609375,20172.59765625,20205.609375,20695.845703125,956031608253.0,20695.845703125
2019-11-11,20755.072265625,20182.3671875,20698.646484375,20226.34765625,858977956767.0,20226.34765625
2019-11-12,20485.166015625,20075.677734375,20234.546875,20364.76953125,849299861937.0,20364.76953125
2019-11-13,20599.119140625,20229.86328125,20375.5625,20482.36328125,798929944029.0,20482.36328125
2019-11-14,20463.3046875,20068.18359375,20483.861328125,20177.462890625,854036028379.0,20177.462890625
2019-11-15,20258.615234375,19511.1171875,20183.8125,19635.29296875,958881506583.0,19635.29296875
2019-11-16,20030.384765625,19576.861328125,19632.890625,19942.6171875,738529340898.0,19942.6171875
2019-11-17,20455.552734375,19819.189453125,19942.88671875,20121.626953125,800469039218.0,20121.626953125
2019-11-18,20316.037109375,19473.556640625,20113.173828125,19623.984375,846396215797.0,19623.984375
2019-11-19,19798.173828125,19003.017578125,19617.775390625,19247.982421875,817479442682.0,19247.982421875
2019-11-20,19414.8515625,19013.228515625,19243.61328125,19057.47265625,781589938227.0,19057.47265625
2019-11-21,19133.6171875,17304.609375,19054.7890625,17532.376953125,928004881543.0,17532.376953125
2019-11-22,17710.724609375,15463.6962890625,17537.0625,16324.5361328125,1305886439034.0,16324.5361328125
2019-11-23,16740.98046875,16034.8115234375,16318.45703125,16666.69921875,900505526968.0,16666.69921875
2019-11-24,16741.146484375,15530.818359375,16668.08203125,15530.818359375,846242326830.0,15530.818359375
2019-11-25,16371.662109375,14583.55859375,15515.845703125,15964.9609375,1194866665381.0,15964.9609375
2019-11-26,16365.369140625,15843.0166015625,15957.087890625,16251.939453125,834445479489.0,16251.939453125
2019-11-27,16938.388671875,15695.888671875,16189.9443359375,16733.158203125,959968113787.0,16733.158203125
2019-11-28,17151.693359375,16546.896484375,16739.576171875,16615.501953125,804562794147.0,16615.501953125
2019-11-29,17172.46875,16582.5703125,16621.08984375,17003.396484375,821560551055.0,17003.396484375
2019-11-30,17154.876953125,16556.453125,17001.455078125,16700.349609375,718853432884.0,16700.349609375
2019-12-01,16703.599609375,16109.4677734375,16695.12109375,16560.521484375,778021507119.0,16560.521484375
2019-12-02,16584.779296875,16093.052734375,16559.3984375,16251.3974609375,727267958338.0,16251.3974609375
2019-12-03,16331.123046875,15862.9794921875,16251.298828125,16075.361328125,674101548949.0,16075.361328125
2019-12-04,16398.638671875,15780.490234375,16071.2294921875,15970.6005859375,856052293693.0,15970.6005859375
2019-12-05,16654.080078125,15817.1845703125,15963.9345703125,16229.298828125,733548591733.0,16229.298828125
2019-12-06,16251.375,16027.263671875,16245.3369140625,16199.6826171875,701299318911.0,16199.6826171875
2019-12-07,16265.4033203125,16110.681640625,16200.025390625,16153.3955078125,641847621179.0,16153.3955078125
2019-12-08,16554.595703125,16111.4267578125,16150.7373046875,16432.0390625,699771273102.0,16432.0390625
2019-12-09,16495.65234375,16029.5400390625,16427.65625,16095.1044921875,732323061732.0,16095.1044921875
2019-12-10,16160.0625,15762.326171875,16090.18359375,15910.1611328125,746141705605.0,15910.1611328125
2019-12-11,15973.126953125,15528.7080078125,15915.9921875,15589.7861328125,763941665023.0,15589.7861328125
2019-12-12,15946.2109375,15474.15625,15590.6181640625,15930.0576171875,863260989658.0,15930.0576171875
2019-12-13,15946.7763671875,15716.0234375,15935.7119140625,15847.0263671875,794272601520.0,15847.0263671875
2019-12-14,15910.912109375,15572.583984375,15847.974609375,15620.1064453125,770575734251.0,15620.1064453125
2019-12-15,15743.7509765625,15251.6787109375,15619.6435546875,15655.107421875,791441217119.0,15655.107421875
2019-12-16,15695.8681640625,14515.79296875,15657.7919921875,14642.6279296875,985455205086.0,14642.6279296875
2019-12-17,14676.7421875,13295.0068359375,14646.2607421875,13427.3935546875,991927250043.0,13427.3935546875
2019-12-18,14614.6640625,13123.103515625,13433.1923828125,14581.5810546875,1299876627199.0,14581.5810546875
